horse_id,breed,purpose,gait,mp4_filename,keypoint_path,frame_count,direction,lameness1,lameness2,lameness3,lameness4,sick_leg2,sick_leg3,sick_leg4,lameness_final,sum_lameness,num_labels,score,num_missing_frames,has_multiple_videos
0017895,더러브렛,ride,trot,0017895_part3_2_c_20231010_093635_Left_001.mp4,0017895/trot/left/auto/CollectedData_teamDLC.csv,75,RtoL,0,,,,,,,0,0.0,1,,0,False
0017895,더러브렛,ride,walk,0017895_part3_1_c_20231010_092846_Front_001.mp4,0017895/walk/front/auto/CollectedData_teamDLC.csv,65,BtoF,0,,,,,,,0,0.0,1,,0,False
0017895,더러브렛,ride,walk,0017895_part3_1_c_20231010_092846_Rear_002.mp4,0017895/walk/rear/auto/CollectedData_teamDLC.csv,65,FtoB,0,,,,,,,0,0.0,1,,0,False
0017952,더러브렛,ride,trot,0017952_part3_1_c_20231013_101945_Front_001.mp4,0017952/trot/front/auto/CollectedData_teamDLC.csv,75,BtoF,0,,,,,,,0,0.0,1,,0,False
0017952,더러브렛,ride,trot,0017952_part3_1_c_20231013_101945_Rear_001.mp4,0017952/trot/rear/auto/CollectedData_teamDLC.csv,75,FtoB,0,,,,,,,0,0.0,1,,0,False
0017952,더러브렛,ride,trot,0017952_part3_2_c_20231013_101942_Right_001.mp4,0017952/trot/right/auto/CollectedData_teamDLC.csv,75,LtoR,0,,,,,,,0,0.0,1,,0,False
0017952,더러브렛,ride,trot,0017952_part3_2_c_20231013_101942_Left_001.mp4,0017952/trot/left/auto/CollectedData_teamDLC.csv,75,RtoL,0,,,,,,,0,0.0,1,,0,False
0017970,더러브렛,ride,trot,0017970_part3_1_c_20231018_120631_Front_001.mp4,0017970/trot/front/auto/CollectedData_teamDLC.csv,75,BtoF,0,,,,,,,0,0.0,1,,0,False
0017970,더러브렛,ride,trot,0017970_part3_1_c_20231018_120631_Rear_001.mp4,0017970/trot/rear/auto/CollectedData_teamDLC.csv,75,FtoB,0,,,,,,,0,0.0,1,,0,False
0017970,더러브렛,ride,trot,0017970_part3_2_c_20231018_120631_Right_001.mp4,0017970/trot/right/auto/CollectedData_teamDLC.csv,75,LtoR,0,,,,,,,0,0.0,1,,0,False
0017970,더러브렛,ride,trot,0017970_part3_2_c_20231018_120631_Left_001.mp4,0017970/trot/left/auto/CollectedData_teamDLC.csv,75,RtoL,0,,,,,,,0,0.0,1,,0,False
0017970,더러브렛,ride,walk,0017970_part3_1_c_20231018_120518_Front_001.mp4,0017970/walk/front/auto/CollectedData_teamDLC.csv,75,BtoF,0,,,,,,,0,0.0,1,,0,False
0017970,더러브렛,ride,walk,0017970_part3_1_c_20231018_120518_Rear_001.mp4,0017970/walk/rear/auto/CollectedData_teamDLC.csv,75,FtoB,0,,,,,,,0,0.0,1,,0,False
0017985,더러브렛,ride,trot,0017985_part3_1_c_20231018_114035_Front_002.mp4,0017985/trot/front/auto/CollectedData_teamDLC.csv,75,BtoF,0,,,,,,,0,0.0,1,,0,False
0017985,더러브렛,ride,trot,0017985_part3_1_c_20231018_114035_Rear_002.mp4,0017985/trot/rear/auto/CollectedData_teamDLC.csv,75,FtoB,0,,,,,,,0,0.0,1,,0,False
0017985,더러브렛,ride,trot,0017985_part3_2_c_20231018_114033_Right_002.mp4,0017985/trot/right/auto/CollectedData_teamDLC.csv,75,LtoR,0,,,,,,,0,0.0,1,,0,False
0017985,더러브렛,ride,trot,0017985_part3_2_c_20231018_114033_Left_002.mp4,0017985/trot/left/auto/CollectedData_teamDLC.csv,75,RtoL,0,,,,,,,0,0.0,1,,0,False
0017985,더러브렛,ride,walk,0017985_part3_1_c_20231018_113806_Front_002.mp4,0017985/walk/front/auto/CollectedData_teamDLC.csv,75,BtoF,0,,,,,,,0,0.0,1,,0,False
0017985,더러브렛,ride,walk,0017985_part3_1_c_20231018_113806_Rear_001.mp4,0017985/walk/rear/auto/CollectedData_teamDLC.csv,75,FtoB,0,,,,,,,0,0.0,1,,0,False
0020554,더러브렛,ride,walk,0020554_part3_1_c_20231115_135807_Front_001.mp4,0020554/walk/front/auto/CollectedData_teamDLC.csv,75,BtoF,0,,,,,,,0,0.0,1,,0,False
0020554,더러브렛,ride,walk,0020554_part3_1_c_20231115_135807_Rear_001.mp4,0020554/walk/rear/auto/CollectedData_teamDLC.csv,75,FtoB,0,,,,,,,0,0.0,1,,0,False
0020667,더러브렛,ride,trot,0020667_part3_1_c_20231005_132746_Front_002.mp4,0020667/trot/front/auto/CollectedData_teamDLC.csv,75,BtoF,0,,,,,,,0,0.0,1,,0,False
0020667,더러브렛,ride,trot,0020667_part3_1_c_20231005_132746_Rear_001.mp4,0020667/trot/rear/auto/CollectedData_teamDLC.csv,75,FtoB,0,,,,,,,0,0.0,1,,0,False
0020667,더러브렛,ride,trot,0020667_part3_2_c_20231005_132746_Right_001.mp4,0020667/trot/right/auto/CollectedData_teamDLC.csv,75,LtoR,0,,,,,,,0,0.0,1,,0,False
0020667,더러브렛,ride,trot,0020667_part3_2_c_20231005_132746_Left_001.mp4,0020667/trot/left/auto/CollectedData_teamDLC.csv,75,RtoL,0,,,,,,,0,0.0,1,,0,False
0020667,더러브렛,ride,walk,0020667_part3_1_c_20231005_132622_Front_001.mp4,0020667/walk/front/auto/CollectedData_teamDLC.csv,65,BtoF,0,,,,,,,0,0.0,1,,0,False
0020667,더러브렛,ride,walk,0020667_part3_1_c_20231005_132622_Rear_001.mp4,0020667/walk/rear/auto/CollectedData_teamDLC.csv,65,FtoB,0,,,,,,,0,0.0,1,,0,False
0020811,더러브렛,ride,trot,0020811_part3_1_c_20231024_152628_Front_002.mp4,0020811/trot/front/auto/CollectedData_teamDLC.csv,75,BtoF,0,,,,,,,0,0.0,1,,0,False
0020811,더러브렛,ride,trot,0020811_part3_1_c_20231024_152628_Rear_001.mp4,0020811/trot/rear/auto/CollectedData_teamDLC.csv,75,FtoB,0,,,,,,,0,0.0,1,,0,False
0020811,더러브렛,ride,trot,0020811_part3_2_c_20231024_152630_Right_001.mp4,0020811/trot/right/auto/CollectedData_teamDLC.csv,75,LtoR,0,,,,,,,0,0.0,1,,0,False
0020811,더러브렛,ride,trot,0020811_part3_2_c_20231024_152630_Left_001.mp4,0020811/trot/left/auto/CollectedData_teamDLC.csv,75,RtoL,0,,,,,,,0,0.0,1,,0,False
0020811,더러브렛,ride,walk,0020811_part3_1_c_20231024_152518_Front_002.mp4,0020811/walk/front/auto/CollectedData_teamDLC.csv,75,BtoF,0,,,,,,,0,0.0,1,,0,False
0020811,더러브렛,ride,walk,0020811_part3_1_c_20231024_152518_Rear_002.mp4,0020811/walk/rear/auto/CollectedData_teamDLC.csv,75,FtoB,0,,,,,,,0,0.0,1,,0,False
0020905,더러브렛,ride,trot,0020905_part3_1_c_20231013_093239_Rear_001.mp4,0020905/trot/rear/auto/CollectedData_teamDLC.csv,75,FtoB,0,,,,,,,0,0.0,1,,0,False
0020905,더러브렛,ride,walk,0020905_part3_1_c_20231013_093055_Front_001.mp4,0020905/walk/front/auto/CollectedData_teamDLC.csv,75,BtoF,0,,,,,,,0,0.0,1,,0,False
0021123,더러브렛,ride,trot,0021123_part3_1_c_20231013_100829_Front_001.mp4,0021123/trot/front/auto/CollectedData_teamDLC.csv,75,BtoF,0,,,,,,,0,0.0,1,,0,False
0021123,더러브렛,ride,trot,0021123_part3_1_c_20231013_100829_Rear_001.mp4,0021123/trot/rear/auto/CollectedData_teamDLC.csv,75,FtoB,0,,,,,,,0,0.0,1,,0,False
0021123,더러브렛,ride,trot,0021123_part3_2_c_20231013_100827_Right_001.mp4,0021123/trot/right/auto/CollectedData_teamDLC.csv,75,LtoR,0,,,,,,,0,0.0,1,,0,False
0021476,더러브렛,ride,trot,0021476_part3_1_c_20231010_101340_Front_001.mp4,0021476/trot/front/auto/CollectedData_teamDLC.csv,75,BtoF,0,,,,,,,0,0.0,1,,0,False
0021476,더러브렛,ride,trot,0021476_part3_1_c_20231010_101340_Rear_002.mp4,0021476/trot/rear/auto/CollectedData_teamDLC.csv,75,FtoB,0,,,,,,,0,0.0,1,,0,False
0021476,더러브렛,ride,trot,0021476_part3_2_c_20231010_101342_Right_001.mp4,0021476/trot/right/auto/CollectedData_teamDLC.csv,75,LtoR,0,,,,,,,0,0.0,1,,0,False
0021476,더러브렛,ride,trot,0021476_part3_2_c_20231010_101342_Left_001.mp4,0021476/trot/left/auto/CollectedData_teamDLC.csv,75,RtoL,0,,,,,,,0,0.0,1,,0,False
0021476,더러브렛,ride,walk,0021476_part3_1_c_20231010_101222_Front_002.mp4,0021476/walk/front/auto/CollectedData_teamDLC.csv,65,BtoF,0,,,,,,,0,0.0,1,,0,False
0021476,더러브렛,ride,walk,0021476_part3_1_c_20231010_101222_Rear_001.mp4,0021476/walk/rear/auto/CollectedData_teamDLC.csv,65,FtoB,0,,,,,,,0,0.0,1,,0,False
0021757,더러브렛,ride,trot,0021757_part3_1_c_20231010_100815_Front_001.mp4,0021757/trot/front/auto/CollectedData_teamDLC.csv,75,BtoF,0,,,,,,,0,0.0,1,,0,False
0021757,더러브렛,ride,trot,0021757_part3_1_c_20231010_100815_Rear_001.mp4,0021757/trot/rear/auto/CollectedData_teamDLC.csv,75,FtoB,0,,,,,,,0,0.0,1,,0,False
0021757,더러브렛,ride,trot,0021757_part3_2_c_20231010_100816_Right_001.mp4,0021757/trot/right/auto/CollectedData_teamDLC.csv,75,LtoR,0,,,,,,,0,0.0,1,,0,False
0021757,더러브렛,ride,walk,0021757_part3_1_c_20231010_100709_Front_001.mp4,0021757/walk/front/auto/CollectedData_teamDLC.csv,65,BtoF,0,,,,,,,0,0.0,1,,0,False
0021757,더러브렛,ride,walk,0021757_part3_1_c_20231010_100709_Rear_001.mp4,0021757/walk/rear/auto/CollectedData_teamDLC.csv,65,FtoB,0,,,,,,,0,0.0,1,,0,False
0021870,더러브렛,ride,trot,0021870_part3_1_c_20231107_110716_Front_003.mp4,0021870/trot/front/auto/CollectedData_teamDLC.csv,75,BtoF,0,,,,,,,0,0.0,1,,0,False
0021870,더러브렛,ride,trot,0021870_part3_1_c_20231107_110716_Rear_001.mp4,0021870/trot/rear/auto/CollectedData_teamDLC.csv,75,FtoB,0,,,,,,,0,0.0,1,,0,False
0021870,더러브렛,ride,trot,0021870_part3_2_c_20231107_110717_Right_002.mp4,0021870/trot/right/auto/CollectedData_teamDLC.csv,75,LtoR,0,,,,,,,0,0.0,1,,0,False
0021870,더러브렛,ride,trot,0021870_part3_2_c_20231107_110717_Left_003.mp4,0021870/trot/left/auto/CollectedData_teamDLC.csv,75,RtoL,0,,,,,,,0,0.0,1,,0,False
0021870,더러브렛,ride,walk,0021870_part3_1_c_20231107_110528_Front_001.mp4,0021870/walk/front/auto/CollectedData_teamDLC.csv,75,BtoF,0,,,,,,,0,0.0,1,,0,False
0021870,더러브렛,ride,walk,0021870_part3_1_c_20231107_110528_Rear_001.mp4,0021870/walk/rear/auto/CollectedData_teamDLC.csv,75,FtoB,0,,,,,,,0,0.0,1,,0,False
0023170,더러브렛,ride,trot,0023170_part3_1_c_20231107_103925_Front_001.mp4,0023170/trot/front/auto/CollectedData_teamDLC.csv,75,BtoF,0,,,,,,,0,0.0,1,,0,False
0023170,더러브렛,ride,trot,0023170_part3_1_c_20231107_103925_Rear_001.mp4,0023170/trot/rear/auto/CollectedData_teamDLC.csv,75,FtoB,0,,,,,,,0,0.0,1,,0,False
0023170,더러브렛,ride,trot,0023170_part3_2_c_20231107_103925_Right_001.mp4,0023170/trot/right/auto/CollectedData_teamDLC.csv,75,LtoR,0,,,,,,,0,0.0,1,,0,False
0023170,더러브렛,ride,trot,0023170_part3_2_c_20231107_103925_Left_001.mp4,0023170/trot/left/auto/CollectedData_teamDLC.csv,75,RtoL,0,,,,,,,0,0.0,1,,0,False
0023170,더러브렛,ride,walk,0023170_part3_1_c_20231107_103830_Front_001.mp4,0023170/walk/front/auto/CollectedData_teamDLC.csv,75,BtoF,0,,,,,,,0,0.0,1,,0,False
0023170,더러브렛,ride,walk,0023170_part3_1_c_20231107_103830_Rear_001.mp4,0023170/walk/rear/auto/CollectedData_teamDLC.csv,75,FtoB,0,,,,,,,0,0.0,1,,0,False
0023215,더러브렛,ride,trot,0023215_part3_1_c_20231013_093933_Rear_001.mp4,0023215/trot/rear/auto/CollectedData_teamDLC.csv,75,FtoB,0,,,,,,,0,0.0,1,,0,False
0023215,더러브렛,ride,walk,0023215_part3_1_c_20231013_093807_Front_001.mp4,0023215/walk/front/auto/CollectedData_teamDLC.csv,75,BtoF,0,,,,,,,0,0.0,1,,0,False
0023215,더러브렛,ride,walk,0023215_part3_1_c_20231013_093807_Rear_001.mp4,0023215/walk/rear/auto/CollectedData_teamDLC.csv,75,FtoB,0,,,,,,,0,0.0,1,,0,False
0024105,더러브렛,ride,trot,0024105_part3_1_c_20231107_101228_Front_001.mp4,0024105/trot/front/auto/CollectedData_teamDLC.csv,75,BtoF,0,,,,,,,0,0.0,1,,0,False
0024105,더러브렛,ride,trot,0024105_part3_1_c_20231107_101228_Rear_001.mp4,0024105/trot/rear/auto/CollectedData_teamDLC.csv,75,FtoB,0,,,,,,,0,0.0,1,,0,False
0024105,더러브렛,ride,trot,0024105_part3_2_c_20231107_101227_Right_001.mp4,0024105/trot/right/auto/CollectedData_teamDLC.csv,75,LtoR,0,,,,,,,0,0.0,1,,0,False
0024105,더러브렛,ride,trot,0024105_part3_2_c_20231107_101227_Left_001.mp4,0024105/trot/left/auto/CollectedData_teamDLC.csv,75,RtoL,0,,,,,,,0,0.0,1,,0,False
0024105,더러브렛,ride,walk,0024105_part3_1_c_20231107_101031_Front_001.mp4,0024105/walk/front/auto/CollectedData_teamDLC.csv,75,BtoF,0,,,,,,,0,0.0,1,,0,False
0024105,더러브렛,ride,walk,0024105_part3_1_c_20231107_101031_Rear_002.mp4,0024105/walk/rear/auto/CollectedData_teamDLC.csv,75,FtoB,0,,,,,,,0,0.0,1,,0,False
0024276,더러브렛,ride,trot,0024276_part3_1_c_20231018_095302_Front_003.mp4,0024276/trot/front/auto/CollectedData_teamDLC.csv,75,BtoF,0,,,,,,,0,0.0,1,,0,False
0024276,더러브렛,ride,trot,0024276_part3_1_c_20231018_095302_Rear_002.mp4,0024276/trot/rear/auto/CollectedData_teamDLC.csv,75,FtoB,0,,,,,,,0,0.0,1,,0,False
0024276,더러브렛,ride,trot,0024276_part3_2_c_20231018_095259_Right_001.mp4,0024276/trot/right/auto/CollectedData_teamDLC.csv,75,LtoR,0,,,,,,,0,0.0,1,,0,False
0024276,더러브렛,ride,trot,0024276_part3_2_c_20231018_095259_Left_002.mp4,0024276/trot/left/auto/CollectedData_teamDLC.csv,75,RtoL,0,,,,,,,0,0.0,1,,0,False
0024276,더러브렛,ride,walk,0024276_part3_1_c_20231018_095114_Front_001.mp4,0024276/walk/front/auto/CollectedData_teamDLC.csv,75,BtoF,0,,,,,,,0,0.0,1,,0,False
0024276,더러브렛,ride,walk,0024276_part3_1_c_20231018_095114_Rear_001.mp4,0024276/walk/rear/auto/CollectedData_teamDLC.csv,75,FtoB,0,,,,,,,0,0.0,1,,0,False
0024296,더러브렛,ride,trot,0024296_part3_1_c_20231012_111441_Front_002.mp4,0024296/trot/front/auto/CollectedData_teamDLC.csv,75,BtoF,0,,,,,,,0,0.0,1,,0,False
0024296,더러브렛,ride,trot,0024296_part3_1_c_20231012_111441_Rear_001.mp4,0024296/trot/rear/auto/CollectedData_teamDLC.csv,75,FtoB,0,,,,,,,0,0.0,1,,0,False
0024296,더러브렛,ride,trot,0024296_part3_2_c_20231012_111442_Right_001.mp4,0024296/trot/right/auto/CollectedData_teamDLC.csv,75,LtoR,0,,,,,,,0,0.0,1,,0,False
0024296,더러브렛,ride,trot,0024296_part3_2_c_20231012_111442_Left_002.mp4,0024296/trot/left/auto/CollectedData_teamDLC.csv,75,RtoL,0,,,,,,,0,0.0,1,,0,False
0024296,더러브렛,ride,walk,0024296_part3_1_c_20231012_111328_Front_001.mp4,0024296/walk/front/auto/CollectedData_teamDLC.csv,75,BtoF,0,,,,,,,0,0.0,1,,0,False
0024296,더러브렛,ride,walk,0024296_part3_1_c_20231012_111328_Rear_002.mp4,0024296/walk/rear/auto/CollectedData_teamDLC.csv,75,FtoB,0,,,,,,,0,0.0,1,,0,False
0024390,더러브렛,ride,trot,0024390_part3_1_c_20231018_120300_Rear_001.mp4,0024390/trot/rear/auto/CollectedData_teamDLC.csv,75,FtoB,0,,,,,,,0,0.0,1,,0,False
0024390,더러브렛,ride,trot,0024390_part3_2_c_20231018_120259_Right_001.mp4,0024390/trot/right/auto/CollectedData_teamDLC.csv,75,LtoR,0,,,,,,,0,0.0,1,,0,False
0024390,더러브렛,ride,trot,0024390_part3_2_c_20231018_120259_Left_001.mp4,0024390/trot/left/auto/CollectedData_teamDLC.csv,75,RtoL,0,,,,,,,0,0.0,1,,0,False
0024390,더러브렛,ride,walk,0024390_part3_1_c_20231018_120117_Front_001.mp4,0024390/walk/front/auto/CollectedData_teamDLC.csv,75,BtoF,0,,,,,,,0,0.0,1,,0,False
0024899,더러브렛,ride,trot,0024899_part3_1_g_20231011_141234_Rear_001.mp4,0024899/trot/rear/auto/CollectedData_teamDLC.csv,75,FtoB,0,,,,,,,0,0.0,1,,0,False
0024899,더러브렛,ride,trot,0024899_part3_2_g_20231011_135731_Left_001.mp4,0024899/trot/left/auto/CollectedData_teamDLC.csv,75,RtoL,0,,,,,,,0,0.0,1,,0,False
0024899,더러브렛,ride,walk,0024899_part3_1_g_20231011_141219_Front_001.mp4,0024899/walk/front/auto/CollectedData_teamDLC.csv,75,BtoF,0,,,,,,,0,0.0,1,,0,False
0024899,더러브렛,ride,walk,0024899_part3_1_g_20231011_141219_Rear_001.mp4,0024899/walk/rear/auto/CollectedData_teamDLC.csv,75,FtoB,0,,,,,,,0,0.0,1,,0,False
0025342,더러브렛,ride,trot,0025342_part3_1_c_20230908_150536_Front_001.mp4,0025342/trot/front/auto/CollectedData_teamDLC.csv,55,BtoF,0,,,,,,,0,0.0,1,,0,False
0025342,더러브렛,ride,trot,0025342_part3_1_c_20230908_150536_Rear_001.mp4,0025342/trot/rear/auto/CollectedData_teamDLC.csv,55,FtoB,0,,,,,,,0,0.0,1,,0,False
0025342,더러브렛,ride,trot,0025342_part3_2_c_20230908_150534_Right_002.mp4,0025342/trot/right/auto/CollectedData_teamDLC.csv,55,LtoR,0,,,,,,,0,0.0,1,,0,False
0025342,더러브렛,ride,trot,0025342_part3_2_c_20230908_150534_Left_001.mp4,0025342/trot/left/auto/CollectedData_teamDLC.csv,55,RtoL,0,,,,,,,0,0.0,1,,0,False
0025342,더러브렛,ride,walk,0025342_part3_1_c_20230908_150446_Front_002.mp4,0025342/walk/front/auto/CollectedData_teamDLC.csv,55,BtoF,0,,,,,,,0,0.0,1,,0,False
0025342,더러브렛,ride,walk,0025342_part3_1_c_20230908_150446_Rear_001.mp4,0025342/walk/rear/auto/CollectedData_teamDLC.csv,55,FtoB,0,,,,,,,0,0.0,1,,0,False
0025351,더러브렛,ride,trot,0025351_part3_1_c_20231005_112312_Rear_003.mp4,0025351/trot/rear/auto/CollectedData_teamDLC.csv,75,FtoB,0,,,,,,,0,0.0,1,,0,False
0025364,더러브렛,ride,trot,0025364_part3_1_c_20231018_121712_Front_002.mp4,0025364/trot/front/auto/CollectedData_teamDLC.csv,75,BtoF,0,,,,,,,0,0.0,1,,0,False
0025364,더러브렛,ride,trot,0025364_part3_1_c_20231018_121712_Rear_001.mp4,0025364/trot/rear/auto/CollectedData_teamDLC.csv,75,FtoB,0,,,,,,,0,0.0,1,,0,False
0025364,더러브렛,ride,trot,0025364_part3_2_c_20231018_121711_Right_001.mp4,0025364/trot/right/auto/CollectedData_teamDLC.csv,75,LtoR,0,,,,,,,0,0.0,1,,0,False
0025364,더러브렛,ride,trot,0025364_part3_2_c_20231018_121711_Left_001.mp4,0025364/trot/left/auto/CollectedData_teamDLC.csv,75,RtoL,0,,,,,,,0,0.0,1,,0,False
0025364,더러브렛,ride,walk,0025364_part3_1_c_20231018_121537_Front_001.mp4,0025364/walk/front/auto/CollectedData_teamDLC.csv,75,BtoF,0,,,,,,,0,0.0,1,,0,False
0025364,더러브렛,ride,walk,0025364_part3_1_c_20231018_121537_Rear_001.mp4,0025364/walk/rear/auto/CollectedData_teamDLC.csv,75,FtoB,0,,,,,,,0,0.0,1,,0,False
0025822,더러브렛,ride,trot,0025822_part3_1_c_20231012_094943_Front_002.mp4,0025822/trot/front/auto/CollectedData_teamDLC.csv,75,BtoF,0,,,,,,,0,0.0,1,,0,False
0025822,더러브렛,ride,trot,0025822_part3_1_c_20231012_094943_Rear_002.mp4,0025822/trot/rear/auto/CollectedData_teamDLC.csv,75,FtoB,0,,,,,,,0,0.0,1,,0,False
0025822,더러브렛,ride,trot,0025822_part3_2_c_20231012_094937_Right_001.mp4,0025822/trot/right/auto/CollectedData_teamDLC.csv,75,LtoR,0,,,,,,,0,0.0,1,,0,False
0025822,더러브렛,ride,trot,0025822_part3_2_c_20231012_094937_Left_002.mp4,0025822/trot/left/auto/CollectedData_teamDLC.csv,75,RtoL,0,,,,,,,0,0.0,1,,0,False
0025822,더러브렛,ride,walk,0025822_part3_1_c_20231012_094747_Front_001.mp4,0025822/walk/front/auto/CollectedData_teamDLC.csv,75,BtoF,0,,,,,,,0,0.0,1,,0,False
0025822,더러브렛,ride,walk,0025822_part3_1_c_20231012_094747_Rear_002.mp4,0025822/walk/rear/auto/CollectedData_teamDLC.csv,75,FtoB,0,,,,,,,0,0.0,1,,0,False
0025839,더러브렛,ride,trot,0025839_part3_1_c_20231024_151947_Rear_001.mp4,0025839/trot/rear/auto/CollectedData_teamDLC.csv,75,FtoB,0,,,,,,,0,0.0,1,,0,False
0025839,더러브렛,ride,trot,0025839_part3_2_c_20231024_151950_Left_001.mp4,0025839/trot/left/auto/CollectedData_teamDLC.csv,75,RtoL,0,,,,,,,0,0.0,1,,0,False
0025839,더러브렛,ride,walk,0025839_part3_1_c_20231024_151839_Front_001.mp4,0025839/walk/front/auto/CollectedData_teamDLC.csv,75,BtoF,0,,,,,,,0,0.0,1,,0,False
0025839,더러브렛,ride,walk,0025839_part3_1_c_20231024_151839_Rear_001.mp4,0025839/walk/rear/auto/CollectedData_teamDLC.csv,75,FtoB,0,,,,,,,0,0.0,1,,0,False
0025873,더러브렛,ride,trot,0025873_part3_1_c_20231031_104012_Front_001.mp4,0025873/trot/front/auto/CollectedData_teamDLC.csv,75,BtoF,0,,,,,,,0,0.0,1,,0,False
0025873,더러브렛,ride,trot,0025873_part3_1_c_20231031_104012_Rear_001.mp4,0025873/trot/rear/auto/CollectedData_teamDLC.csv,75,FtoB,0,,,,,,,0,0.0,1,,0,False
0025873,더러브렛,ride,trot,0025873_part3_2_c_20231031_104010_Right_002.mp4,0025873/trot/right/auto/CollectedData_teamDLC.csv,75,LtoR,0,,,,,,,0,0.0,1,,0,False
0025873,더러브렛,ride,trot,0025873_part3_2_c_20231031_104010_Left_002.mp4,0025873/trot/left/auto/CollectedData_teamDLC.csv,75,RtoL,0,,,,,,,0,0.0,1,,0,False
0025873,더러브렛,ride,walk,0025873_part3_1_c_20231031_103901_Front_001.mp4,0025873/walk/front/auto/CollectedData_teamDLC.csv,75,BtoF,0,,,,,,,0,0.0,1,,0,False
0025873,더러브렛,ride,walk,0025873_part3_1_c_20231031_103901_Rear_001.mp4,0025873/walk/rear/auto/CollectedData_teamDLC.csv,75,FtoB,0,,,,,,,0,0.0,1,,0,False
0026186,더러브렛,ride,trot,0026186_part3_1_g_20231011_140415_Front_002.mp4,0026186/trot/front/auto/CollectedData_teamDLC.csv,75,BtoF,0,,,,,,,0,0.0,1,,0,False
0026186,더러브렛,ride,trot,0026186_part3_2_g_20231011_135641_Right_001.mp4,0026186/trot/right/auto/CollectedData_teamDLC.csv,75,LtoR,0,,,,,,,0,0.0,1,,0,False
0026186,더러브렛,ride,walk,0026186_part3_1_g_20231011_140258_Rear_001.mp4,0026186/walk/rear/auto/CollectedData_teamDLC.csv,75,FtoB,0,,,,,,,0,0.0,1,,0,False
0026301,더러브렛,ride,trot,0026301_part3_1_c_20231012_103423_Front_002.mp4,0026301/trot/front/auto/CollectedData_teamDLC.csv,75,BtoF,0,,,,,,,0,0.0,1,,0,False
0026301,더러브렛,ride,trot,0026301_part3_1_c_20231012_103423_Rear_001.mp4,0026301/trot/rear/auto/CollectedData_teamDLC.csv,75,FtoB,0,,,,,,,0,0.0,1,,0,False
0026301,더러브렛,ride,trot,0026301_part3_2_c_20231012_103422_Right_002.mp4,0026301/trot/right/auto/CollectedData_teamDLC.csv,75,LtoR,0,,,,,,,0,0.0,1,,0,False
